2018-10-12, Close, 1826.38
2018-10-15, Close, 1856.09
2018-10-16, Close, 1868.27
2018-10-17, Close, 1836.95
2018-10-19, Close, 1821.53
2018-10-22, Close, 1811.82
2018-10-23, Close, 1759.01
2018-10-24, Close, 1763.63
2018-10-25, Close, 1767.93
2018-10-26, Close, 1716.50
2018-10-29, Close, 1785.10
2018-10-30, Close, 1807.81
2018-10-31, Close, 1849.17
2018-11-01, Close, 1846.88
2018-11-02, Close, 1825.60
2018-11-05, Close, 1804.04
2018-11-06, Close, 1843.97
2018-11-07, Close, 1852.98
2018-11-09, Close, 1821.55
2018-11-09, BUY CREATE, 1821.55
2018-11-12, BUY EXECUTED, Price: 1820.88, Cost: 100000.00, Comm 200.00
2018-11-12, Close, 1826.94
2018-11-12, SELL EXIT, 1826.94
2018-11-13, SELL EXECUTED, Price: 1827.08, Cost: 100000.00, Comm 200.00
2018-11-13, OPERATION PROFIT, GROSS 465.00, NET 65.00
2018-11-13, Close, 1846.12
2018-11-14, Close, 1794.31
2018-11-15, Close, 1786.87
2018-11-16, Close, 1799.98
2018-11-19, Close, 1815.11
2018-11-20, Close, 1792.02
2018-11-21, Close, 1728.81
2018-11-22, Close, 1729.33
2018-11-26, Close, 1761.34
2018-11-27, Close, 1803.47
2018-11-28, Close, 1892.82
2018-11-29, Close, 1870.54
2018-11-30, Close, 1877.89
2018-12-03, Close, 1891.39
2018-12-04, Close, 1918.53
2018-12-04, BUY CREATE, 1918.53
2018-12-05, BUY EXECUTED, Price: 1913.90, Cost: 100000.00, Comm 200.00
2018-12-05, Close, 1914.62
2018-12-05, SELL EXIT, 1914.62
2018-12-06, SELL EXECUTED, Price: 1906.27, Cost: 100000.00, Comm 200.00
2018-12-06, OPERATION PROFIT, GROSS -572.25, NET -972.25
2018-12-06, Close, 1901.21
2018-12-07, Close, 1903.60
2018-12-10, Close, 1885.09
2018-12-11, Close, 1908.18
2018-12-12, Close, 1924.21
2018-12-13, Close, 1891.58
2018-12-14, Close, 1898.40
2018-12-17, Close, 1902.74
2018-12-17, BUY CREATE, 1902.74
2018-12-18, BUY EXECUTED, Price: 1900.45, Cost: 100000.00, Comm 200.00
2018-12-18, Close, 1896.59
2018-12-18, SELL EXIT, 1896.59
2018-12-19, SELL EXECUTED, Price: 1893.68, Cost: 100000.00, Comm 200.00
2018-12-19, OPERATION PROFIT, GROSS -507.75, NET -907.75
2018-12-19, Close, 1878.08
